path,filename,ext,size_mb,category_hint,priority
"/Volumes/Untitled/업로드 전/워크북_시즌5.pdf","워크북_시즌5.pdf",pdf,5.86,"기타",3
"/Volumes/Untitled/업로드 전/2025학년도 예비 고1 학부모 대상 고등학교 교육과정 및 고교학점제 연수 자료_부산진고 이창현 교사_부산광역시교육청 고교학점제 지원센터.pdf","2025학년도 예비 고1 학부모 대상 고등학교 교육과정 및 고교학점제 연수 자료_부산진고 이창현 교사_부산광역시교육청 고교학점제 지원센터.pdf",pdf,5.84,"기타",3
"/Volumes/Untitled/업로드 전/[서울]2025학년도 2022 개정 교육과정 선택 과목 안내서(낱장)_(250529).pdf","[서울]2025학년도 2022 개정 교육과정 선택 과목 안내서(낱장)_(250529).pdf",pdf,5.84,"기타",3
"/Volumes/Untitled/업로드 전/AI 인재 양성 정책과 학원의 AI 대응 기회 창출 전략 리포트.pdf","AI 인재 양성 정책과 학원의 AI 대응 기회 창출 전략 리포트.pdf",pdf,5.72,"기타",3
"/Volumes/Untitled/업로드 전/[도교육청]2026. 면접자료 정리해DREAM.pdf","[도교육청]2026. 면접자료 정리해DREAM.pdf",pdf,5.66,"기타",3
"/Volumes/Untitled/업로드 전/2022개정 한눈에 보는 진로 자료 모음집(중고공통).pdf","2022개정 한눈에 보는 진로 자료 모음집(중고공통).pdf",pdf,5.63,"기타",3
"/Volumes/Untitled/업로드 전/22개정_중학 국어1_토의토론배움깊이더하기자료집(교사용).pdf","22개정_중학 국어1_토의토론배움깊이더하기자료집(교사용).pdf",pdf,5.62,"기타",3
"/Volumes/Untitled/업로드 전/(D강좌 1차시) 2028학년도 대입제도 개편의 이해와 준비.pdf","(D강좌 1차시) 2028학년도 대입제도 개편의 이해와 준비.pdf",pdf,5.61,"기타",3
"/Volumes/Untitled/업로드 전/2024 통일의식 조사_서울대학교 통일평화연구원_20241130.pdf","2024 통일의식 조사_서울대학교 통일평화연구원_20241130.pdf",pdf,5.54,"기타",3
"/Volumes/Untitled/업로드 전/2025년 신입생 학부모를 위한 고등학교 안내서_경기도교육청.pdf","2025년 신입생 학부모를 위한 고등학교 안내서_경기도교육청.pdf",pdf,5.50,"기타",3
"/Volumes/Untitled/업로드 전/(강좌3) 어디가를 활용한 진로진학설계 방안.pdf","(강좌3) 어디가를 활용한 진로진학설계 방안.pdf",pdf,5.48,"기타",3
"/Volumes/Untitled/업로드 전/(강좌3) 어디가를 활용한 진로진학설계 방안_울산광역시교육청.pdf","(강좌3) 어디가를 활용한 진로진학설계 방안_울산광역시교육청.pdf",pdf,5.48,"기타",3
"/Volumes/Untitled/업로드 전/22개정_중학 국어1_토의토론배움깊이더하기자료집(학생용).pdf","22개정_중학 국어1_토의토론배움깊이더하기자료집(학생용).pdf",pdf,5.48,"기타",3
"/Volumes/Untitled/업로드 전/최종 수능대비 수1수2미적 기본공식.pdf","최종 수능대비 수1수2미적 기본공식.pdf",pdf,5.40,"기타",3
"/Volumes/Untitled/업로드 전/[이즈유 경희대 진로진학 워크숍 자료해석 권정안].pdf","[이즈유 경희대 진로진학 워크숍 자료해석 권정안].pdf",pdf,5.37,"기타",3
"/Volumes/Untitled/업로드 전/[경기도교육청] 2025년 STUDY PLANNER 속지.zip","[경기도교육청] 2025년 STUDY PLANNER 속지.zip",zip,5.35,"기타",3
"/Volumes/Untitled/업로드 전/250617_대한민국_진짜성장을_위한_전략.pdf","250617_대한민국_진짜성장을_위한_전략.pdf",pdf,5.26,"기타",3
"/Volumes/Untitled/업로드 전/2026 정시 대학별분석3 수도권대학교 책갈피 추가 by 훈선생_압축.pdf","2026 정시 대학별분석3 수도권대학교 책갈피 추가 by 훈선생_압축.pdf",pdf,5.25,"기타",3
"/Volumes/Untitled/업로드 전/[이투스] 2026_수시DB검색_ver5.xlsb","[이투스] 2026_수시DB검색_ver5.xlsb",xlsb,5.24,"기타",3
"/Volumes/Untitled/업로드 전/강남 키즈가 말하는 학군의 중요성_by 맨스파이어_from Youtube to Gamma_20250904.pdf","강남 키즈가 말하는 학군의 중요성_by 맨스파이어_from Youtube to Gamma_20250904.pdf",pdf,5.21,"기타",3
"/Volumes/Untitled/업로드 전/김영일교육컨설팅 2026 수시배치표(인문1면).pdf","김영일교육컨설팅 2026 수시배치표(인문1면).pdf",pdf,5.18,"기타",3
"/Volumes/Untitled/업로드 전/3. 2025_전남교육청_의대전략및MMI이해(제출).pdf","3. 2025_전남교육청_의대전략및MMI이해(제출).pdf",pdf,5.14,"기타",3
"/Volumes/Untitled/업로드 전/2026 미술대학 입시의 이해와 진학 준비_부산광역시교육청.pdf","2026 미술대학 입시의 이해와 진학 준비_부산광역시교육청.pdf",pdf,5.11,"기타",3
"/Volumes/Untitled/업로드 전/[당그팀]26학년도 수능_분석본.pdf","[당그팀]26학년도 수능_분석본.pdf",pdf,5.10,"기타",3
"/Volumes/Untitled/업로드 전/주요 대학 및 학과 권장도서 모음집.pdf","주요 대학 및 학과 권장도서 모음집.pdf",pdf,5.07,"기타",3
